player_id,full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
2407,Daryl Williams,Daryl,Williams,29.0,BUF,OL,OL,,,Active,75.0,78,330,Oklahoma,7.0,,2024-09-17
511,Marlon Moore,Marlon,Moore,33.0,,WR,WR,,,Inactive,15.0,"6'0""",190,Fresno State,10.0,,2024-09-17
5414,Bijhon Jackson,Bijhon,Jackson,26.0,,NT,DL,,,Active,0.0,73,339,Arkansas,4.0,,2024-09-17
8384,Zyon McCollum,Zyon,McCollum,25.0,TB,DB,DB,LCB,1.0,Active,27.0,74,199,Sam Houston,2.0,,2024-09-17
11908,Gabriel Murphy,Gabriel,Murphy,23.0,MIN,DL,DL,LB,,Inactive,59.0,74,250,UCLA,0.0,IR,2024-09-17
12350,Anthony Grant,Anthony,Grant,25.0,,RB,RB,,,Active,,71,205,Nebraska,0.0,,2024-09-17
5703,Deontez Alexander,Deontez,Alexander,26.0,,WR,WR,,,Active,82.0,75,180,Franklin,4.0,,2024-09-17
2222,Austin Seferian-Jenkins,Austin,Seferian-Jenkins,29.0,,TE,TE,,,Inactive,88.0,77,262,Washington,8.0,,2024-09-17
3788,Tanner McEvoy,Tanner,McEvoy,28.0,,WR,WR,,,Inactive,87.0,78,230,Wisconsin,6.0,,2024-09-17
12442,Chris Russell,Chris,Russell,,GB,LB,LB,,,Active,46.0,73,235,Texas A&M,0.0,,2024-09-17
1960,Marcus Williams,Marcus,Williams,30.0,,CB,DB,,,Inactive,31.0,71,196,North Dakota State,8.0,,2024-09-17
3239,Bronson Kaufusi,Bronson,Kaufusi,30.0,GB,TE,TE,,,Active,45.0,78,270,BYU,6.0,,2024-09-17
2855,Steve Miller,Steve,Miller,25.0,,DE,DL,,,Inactive,76.0,"6'3""",255,Ohio State,0.0,,2024-09-17
328,Kellen Davis,Kellen,Davis,34.0,,TE,TE,,,Inactive,47.0,"6'7""",265,Michigan State,12.0,,2024-09-17
4736,Eric Nzeocha,Eric,Nzeocha,28.0,,OLB,LB,,,Inactive,46.0,75,218,Wyoming,5.0,,2024-09-17
11527,Jordan Swann,Jordan,Swann,24.0,,CB,DB,,,Inactive,33.0,70,194,James Madison,1.0,Questionable,2024-09-17
12311,Daniel George,Daniel,George,,,WR,WR,,,Active,,74,210,Akron,0.0,,2024-09-17
4473,Alex Gray,Alex,Gray,28.0,,FS,DB,,,Active,0.0,75,225,Appalachian State,5.0,,2024-09-17
11143,Kelechi Anyalebechi,Kelechi,Anyalebechi,22.0,,LB,LB,,,Active,54.0,72,240,Incarnate Word,1.0,,2024-09-17
1952,Andre Hal,Andre,Hal,29.0,,FS,DB,,,Inactive,29.0,70,195,Vanderbilt,8.0,,2024-09-17
1339,Zach Ertz,Zach,Ertz,33.0,WAS,TE,TE,TE,1.0,Active,86.0,77,250,Stanford,11.0,,2024-09-17
8329,Devin Lloyd,Devin,Lloyd,25.0,JAX,LB,LB,MLB,1.0,Active,33.0,75,235,Utah,2.0,,2024-09-17
1272,Craig Robertson,Craig,Robertson,33.0,,LB,LB,,,Inactive,52.0,73,234,North Texas,10.0,,2024-09-17
5155,Corey Willis,Corey,Willis,26.0,,WR,WR,,,Active,83.0,70,172,Central Michigan,4.0,,2024-09-17
4184,Bucky Hodges,Bucky,Hodges,26.0,,TE,TE,,,Active,0.0,78,245,Virginia Tech,5.0,,2024-09-17
1350,Jonathan Meeks,Jonathan,Meeks,30.0,,SS,DB,,,Inactive,36.0,"6'0""",209,Clemson,7.0,,2024-09-17
8674,Daniel Whelan,Daniel,Whelan,25.0,GB,P,P,P,,Active,19.0,77,216,UC Davis,2.0,,2024-09-17
8770,Malik Williams,Malik,Williams,24.0,,WR,WR,,,Active,0.0,70,185,Appalachian State,1.0,,2024-09-17
1004,Ben Tate,Ben,Tate,29.0,,RB,RB,,,Inactive,44.0,"5'11""",220,Auburn,5.0,,2024-09-17
4122,Dan Feeney,Dan,Feeney,30.0,MIN,OL,OL,OL,,Active,69.0,76,300,Indiana,7.0,,2024-09-17
12307,Quentin Bivens,Quentin,Bivens,,,DL,DL,,,Active,,75,305,Southern Miss,0.0,,2024-09-17
2250,Ed Stinson,Ed,Stinson,30.0,,DT,DL,,,Inactive,97.0,"6'3""",287,Alabama,6.0,,2024-09-17
5519,Tavierre Thomas,Tavierre,Thomas,28.0,TB,DB,DB,NB,2.0,Active,37.0,70,205,Ferris State,6.0,,2024-09-17
11280,Brady Russell,Brady,Russell,26.0,SEA,TE,TE,TE,4.0,Active,38.0,75,250,Colorado,1.0,,2024-09-17
5676,Kyle Queiro,Kyle,Queiro,27.0,,ILB,"DB,LB",,,Active,0.0,74,230,Northwestern,4.0,,2024-09-17
11589,Trey Benson,Trey,Benson,22.0,ARI,RB,RB,RB,2.0,Active,33.0,73,223,Florida State,0.0,,2024-09-17
4834,Rodney Butler,Rodney,Butler,,,LB,LB,,,Active,46.0,73,240,New Mexico State,5.0,,2024-09-17
296,Terrell Suggs,Terrell,Suggs,39.0,,LB,"DL,LB",,,Active,94.0,75,265,Arizona State,19.0,,2024-09-17
5878,N'Keal Harry,N'Keal,Harry,26.0,MIN,TE,TE,,,Active,13.0,75,240,Arizona State,5.0,,2024-09-17
8257,Player Invalid,Player,Invalid,,,QB,QB,,,Inactive,,,,,0.0,,2024-09-17
3816,Brandon Brown-Dukes,Brandon,Brown-Dukes,29.0,,RB,RB,,,Active,38.0,68,200,Mercyhurst,6.0,,2024-09-17
6958,Mike Danna,Mike,Danna,26.0,KC,DE,DL,RDE,1.0,Active,51.0,74,257,Michigan,4.0,,2024-09-17
3322,DJ Reader,DJ,Reader,30.0,DET,DT,DL,LDT,1.0,Active,98.0,75,335,Clemson,8.0,,2024-09-17
10922,Wanya Morris,Wanya,Morris,23.0,KC,OL,OL,OL,,Active,64.0,78,307,Oklahoma,1.0,,2024-09-17
7143,Ben DiNucci,Ben,DiNucci,27.0,,QB,QB,,,Active,15.0,74,215,James Madison,4.0,,2024-09-17
5690,Al-Rasheed Benton,Al-Rasheed,Benton,27.0,,ILB,LB,,,Active,0.0,73,238,West Virginia,4.0,,2024-09-17
8348,Kerby Joseph,Kerby,Joseph,23.0,DET,DB,DB,FS,1.0,Active,31.0,73,208,Illinois,2.0,,2024-09-17
1814,Cyrus Kouandjio,Cyrus,Kouandjio,28.0,,T,OL,,,Inactive,79.0,79,322,Alabama,8.0,,2024-09-17
3390,Lachlan Edwards,Lachlan,Edwards,30.0,,P,P,,,Active,10.0,76,210,Sam Houston State,6.0,,2024-09-17
12022,Taylor Upshaw,Taylor,Upshaw,24.0,,DE,DL,,,Active,,77,270,Arizona,0.0,,2024-09-17
1381,John Simon,John,Simon,31.0,,LB,"DL,LB",,,Active,96.0,74,260,Ohio State,9.0,,2024-09-17
10867,Jake Bobo,Jake,Bobo,26.0,SEA,WR,WR,LWR,4.0,Active,19.0,76,207,Duke,1.0,,2024-09-17
8131,Isaiah Likely,Isaiah,Likely,24.0,BAL,TE,TE,TE,1.0,Active,80.0,76,247,Coastal Carolina,2.0,,2024-09-17
484,Steve Weatherford,Steve,Weatherford,37.0,,P,P,,,Inactive,3.0,"6'2""",210,Illinois,14.0,,2024-09-17
6687,Jake Gervase,Jake,Gervase,27.0,,LB,LB,,,Active,54.0,73,212,Iowa,4.0,,2024-09-17
592,Jahvid Best,Jahvid,Best,29.0,,RB,RB,,,Inactive,44.0,"5'10""",199,California,3.0,,2024-09-17
4046,Patrick Mahomes,Patrick,Mahomes,29.0,KC,QB,QB,QB,1.0,Active,15.0,74,225,Texas Tech,7.0,,2024-09-17
ARI,Arizona Cardinals,Arizona,Cardinals,,ARI,DEF,DEF,,,,,,,,,,2024-09-17
8938,Nathan Rourke,Nathan,Rourke,26.0,,QB,QB,,,Active,16.0,73,210,Ohio,1.0,,2024-09-17
3431,Michael Caputo,Michael,Caputo,,,OLB,LB,,,Inactive,27.0,"6'1""",205,Wisconsin,0.0,,2024-09-17
3286,Demarcus Robinson,Demarcus,Robinson,29.0,LAR,WR,WR,SWR,1.0,Active,15.0,73,202,Florida,8.0,,2024-09-17
3330,Fahn Cooper,Fahn,Cooper,28.0,,OT,OL,,,Active,64.0,77,306,Mississippi,6.0,,2024-09-17
8542,Tristin McCollum,Tristin,McCollum,25.0,PHI,DB,DB,SS,2.0,Active,36.0,75,195,Sam Houston,2.0,,2024-09-17
8590,Jacub Panasiuk,Jacub,Panasiuk,23.0,,DE,DL,,,Active,0.0,76,255,Michigan State,1.0,,2024-09-17
7609,Demetric Felton,Demetric,Felton,26.0,,RB,RB,,,Active,36.0,69,190,UCLA,3.0,,2024-09-17
1748,Taylor Boggs,Taylor,Boggs,33.0,,G,OL,,,Inactive,57.0,"6'3""",302,Humboldt State,9.0,,2024-09-17
7959,Augie Contressa,Augie,Contressa,,TB,DB,DB,,,Active,37.0,72,210,Stony Brook,1.0,,2024-09-17
4436,Patrick Gamble,Patrick,Gamble,27.0,,DE,DL,,,Active,0.0,77,277,Georgia Tech,5.0,,2024-09-17
11608,Isaiah Williams,Isaiah,Williams,23.0,DET,WR,WR,SWR,5.0,Active,83.0,70,190,Illinois,0.0,Out,2024-09-17
7164,Jackson Dennis,Jackson,Dennis,24.0,,OL,OL,,,Active,0.0,79,308,Holy Cross,2.0,,2024-09-17
12279,Oliver Jervis,Oliver,Jervis,,,OL,OL,,,Active,64.0,77,305,Colorado State,0.0,,2024-09-17
2315,Todd Gurley,Todd,Gurley,27.0,,RB,RB,,,Active,21.0,73,224,Georgia,7.0,,2024-09-17
4551,Tanner Gentry,Tanner,Gentry,28.0,,WR,WR,,,Active,87.0,74,209,Wyoming,6.0,,2024-09-17
3996,Matt Burke,Matt,Burke,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
3689,Alex Cooper,Alex,Cooper,26.0,,C,OL,C,3.0,Inactive,64.0,"6'4""",300,Houston,0.0,,2024-09-17
2,Jeremy Zuttah,Jeremy,Zuttah,34.0,,C,OL,,,Inactive,64.0,"6'4""",300,Rutgers,12.0,,2024-09-17
6171,Cody Thompson,Cody,Thompson,28.0,TB,WR,WR,,,Active,83.0,74,205,Toledo,5.0,,2024-09-17
3602,Daniel Dillon,Daniel,Dillon,25.0,,LS,LS,,,Inactive,48.0,"6'3""",235,Campbell,0.0,,2024-09-17
4565,Kenneth Olugbode,Kenneth,Olugbode,26.0,,ILB,LB,,,Active,49.0,73,220,Colorado,5.0,,2024-09-17
12016,Jeremiah Crawford,Jeremiah,Crawford,,,OL,OL,,,Active,69.0,77,315,Tennessee,0.0,,2024-09-17
3154,Freddie Bishop,Freddie,Bishop,31.0,,OLB,LB,,,Inactive,49.0,75,255,Western Michigan,9.0,,2024-09-17
11344,Keytaon Thompson,Keytaon,Thompson,24.0,,WR,WR,,,Active,43.0,77,218,Virginia,1.0,,2024-09-17
956,Mark Ingram,Mark,Ingram,33.0,,RB,RB,,,Inactive,22.0,69,215,Alabama,12.0,Questionable,2024-09-17
SEA,Seattle Seahawks,Seattle,Seahawks,,SEA,DEF,DEF,,,,,,,,,,2024-09-17
3514,Jake McGee,Jake,McGee,30.0,,TE,TE,,,Active,80.0,77,250,Florida,6.0,,2024-09-17
3911,Rashaun Simonise,Rashaun,Simonise,23.0,,WR,WR,LWR,4.0,Inactive,13.0,"6'5""",200,"Calgary, Canada",0.0,,2024-09-17
4116,Antonio Garcia,Antonio,Garcia,28.0,,OT,OL,,,Inactive,0.0,79,302,Troy,5.0,,2024-09-17
7564,Ja'Marr Chase,Ja'Marr,Chase,24.0,CIN,WR,WR,LWR,1.0,Active,1.0,72,205,LSU,3.0,,2024-09-17
12211,Denzel Daxon,Denzel,Daxon,25.0,DAL,DL,DL,,,Active,95.0,74,304,Illinois,0.0,,2024-09-17
8174,Kevin Harris,Kevin,Harris,23.0,NE,RB,RB,,,Active,36.0,70,225,South Carolina,2.0,,2024-09-17
3101,Matt Patricia,Matt,Patricia,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
5462,Christopher Ezeala,Christopher,Ezeala,26.0,,RB,RB,,,Active,45.0,71,248,No College,6.0,,2024-09-17
8869,J.J. Russell,J.J.,Russell,25.0,TB,LB,LB,RILB,2.0,Active,51.0,73,225,Memphis,2.0,,2024-09-17
1673,Da'Rick Rogers,Da'Rick,Rogers,26.0,,WR,WR,,,Inactive,16.0,"6'2""",217,Tennessee Tech,2.0,,2024-09-17
12235,Marcus Riley,Marcus,Riley,25.0,NYJ,WR,WR,,10.0,Inactive,87.0,71,175,Florida A&M,0.0,IR,2024-09-17
3350,Cory James,Cory,James,28.0,,OLB,LB,,,Inactive,57.0,72,229,Colorado State,6.0,,2024-09-17
4593,Brandon Barnes,Brandon,Barnes,27.0,,TE,TE,,,Active,86.0,77,255,Alabama State,5.0,,2024-09-17
7508,Brandon King,Brandon,King,33.0,,LB,LB,,,Inactive,37.0,"5'10""",185,Purdue,10.0,,2024-09-17
2285,James Morris,James,Morris,28.0,,LB,LB,,,Inactive,40.0,"6'2""",240,Iowa,6.0,,2024-09-17
3726,Peter Mortell,Peter,Mortell,25.0,,P,P,,,Inactive,1.0,"6'1""",190,Minnesota,0.0,,2024-09-17
5658,Dee Delaney,Dee,Delaney,29.0,,CB,DB,,,Inactive,29.0,71,200,Miami (FL),6.0,Questionable,2024-09-17
12132,Josh Wallace,Josh,Wallace,24.0,LAR,DB,DB,NB,1.0,Active,30.0,72,189,Michigan,0.0,,2024-09-17
5403,Peter Pujals,Peter,Pujals,26.0,,QB,QB,,,Active,6.0,74,215,Holy Cross,4.0,,2024-09-17
7976,Olaijah Griffin,Olaijah,Griffin,23.0,,CB,DB,,,Active,34.0,72,175,USC,1.0,,2024-09-17
7026,Steven Gonzalez,Steven,Gonzalez,24.0,,OG,"OG,OL",,,Active,63.0,76,341,Penn State,2.0,,2024-09-17
8545,Damion Daniels,Damion,Daniels,23.0,,DT,DL,,,Active,0.0,75,325,Nebraska,1.0,,2024-09-17
8177,Grant Calcaterra,Grant,Calcaterra,25.0,PHI,TE,TE,TE,2.0,Active,81.0,76,240,SMU,2.0,,2024-09-17
7791,Jonathan Marshall,Jonathan,Marshall,26.0,,DT,DL,,,Active,96.0,75,310,Arkansas,3.0,,2024-09-17
5819,Vince Manuwai,Vince,Manuwai,39.0,,G,OL,,,Inactive,65.0,"6'2""",333,Hawaii,0.0,,2024-09-17
2144,Justin Perillo,Justin,Perillo,29.0,,TE,TE,,,Inactive,80.0,"6'3""",250,Maine,6.0,,2024-09-17
5440,Leon Johnson,Leon,Johnson,26.0,,G,OL,,,Active,0.0,77,325,Temple,4.0,,2024-09-17
1456,Tavarres King,Tavarres,King,31.0,,WR,WR,,,Inactive,12.0,73,200,Georgia,9.0,,2024-09-17
11453,Joe Doyle,Joe,Doyle,,,P,P,,,Active,45.0,73,199,Memphis,0.0,,2024-09-17
5293,Jordan Veasy,Jordan,Veasy,27.0,,WR,WR,,,Active,18.0,75,221,California,4.0,,2024-09-17
11977,Yvandy Rigby,Yvandy,Rigby,24.0,,LB,LB,,,Active,47.0,73,235,Temple,0.0,,2024-09-17
8125,Calvin Austin,Calvin,Austin,25.0,PIT,WR,WR,SWR,3.0,Active,19.0,69,162,Memphis,2.0,Questionable,2024-09-17
7746,Austin Trammell,Austin,Trammell,26.0,JAX,WR,WR,,,Active,86.0,70,185,Rice,3.0,,2024-09-17
3329,Trey Caldwell,Trey,Caldwell,28.0,,CB,DB,,,Inactive,39.0,69,186,Louisiana-Monroe,6.0,,2024-09-17
12056,Jarius Monroe,Jarius,Monroe,23.0,NYJ,CB,DB,,,Active,39.0,74,205,Tulane,0.0,,2024-09-17
1986,Storm Johnson,Storm,Johnson,29.0,,RB,RB,,,Inactive,0.0,72,216,Central Florida,8.0,,2024-09-17
2469,Joe Cardona,Joe,Cardona,32.0,NE,LS,LS,LS,,Active,49.0,74,245,Navy,9.0,,2024-09-17
12105,Nick D'Ambra,Nick,D'Ambra,,,LS,LS,,,Active,,72,225,Fresno State,0.0,,2024-09-17
3936,Tom Lally,Tom,Lally,24.0,,DE,DL,,,Inactive,78.0,"6'1""",255,Mount Union,0.0,,2024-09-17
12089,Julius Wood,Julius,Wood,23.0,TEN,DB,DB,SS,3.0,Active,24.0,73,193,East Carolina,0.0,Out,2024-09-17
7137,Stantley Thomas-Oliver,Stantley,Thomas-Oliver,26.0,,CB,DB,,,Active,36.0,72,190,Florida International,4.0,Questionable,2024-09-17
3751,Winston Rose,Winston,Rose,28.0,,CB,DB,,,Active,0.0,72,180,New Mexico State,6.0,,2024-09-17
2976,Reese Dismukes,Reese,Dismukes,25.0,,C,OL,,,Inactive,0.0,"6'3""",296,Auburn,1.0,,2024-09-17
5151,Gerhard de Beer,Gerhard,de Beer,27.0,,OT,OL,,,Active,72.0,78,312,Arizona,4.0,,2024-09-17
1460,Sylvester Williams,Sylvester,Williams,33.0,,DT,DL,,,Inactive,73.0,74,328,North Carolina,9.0,,2024-09-17
7587,Dyami Brown,Dyami,Brown,24.0,WAS,WR,WR,RWR,3.0,Active,2.0,72,195,North Carolina,3.0,,2024-09-17
7688,Ronnie Perkins,Ronnie,Perkins,24.0,DEN,LB,"DL,LB",LB,,Inactive,51.0,75,253,Oklahoma,3.0,IR,2024-09-17
LV,Las Vegas Raiders,Las Vegas,Raiders,,LV,DEF,DEF,,,,,,,,,,2024-09-17
8011,DJ Daniel,DJ,Daniel,23.0,NE,CB,DB,,,Active,35.0,72,185,Georgia,1.0,,2024-09-17
6934,Ben Bredeson,Ben,Bredeson,26.0,TB,G,"OG,OL",OL,,Active,68.0,77,315,Michigan,4.0,,2024-09-17
7839,Evan McPherson,Evan,McPherson,25.0,CIN,K,K,K,1.0,Active,2.0,71,185,Florida,3.0,,2024-09-17
11045,Andrew Vorhees,Andrew,Vorhees,25.0,BAL,OL,OL,OL,,Active,72.0,78,320,USC,1.0,,2024-09-17
2198,Brian Dixon,Brian,Dixon,30.0,,CB,DB,,,Inactive,41.0,"6'0""",195,Northwest Missouri State,6.0,,2024-09-17
10929,Drew Sanders,Drew,Sanders,22.0,DEN,LB,"DL,LB",LB,,Active,41.0,77,233,Arkansas,1.0,PUP,2024-09-17
12410,John Jackson,John,Jackson,25.0,,WR,WR,,,Active,26.0,73,215,USC,0.0,,2024-09-17
2038,Jake Murphy,Jake,Murphy,27.0,,TE,TE,,,Inactive,82.0,"6'4""",249,Utah,1.0,,2024-09-17
11897,Jermaine Jackson,Jermaine,Jackson,24.0,,WR,WR,,,Inactive,80.0,67,170,Idaho,0.0,Questionable,2024-09-17
8095,Graham Adomitis,Graham,Adomitis,25.0,,TE,TE,,,Active,0.0,76,255,Princeton,1.0,,2024-09-17
8659,Nate Landman,Nate,Landman,25.0,ATL,LB,LB,LB,,Inactive,53.0,75,238,Colorado,2.0,,2024-09-17
11382,Dontay Demus,Dontay,Demus,23.0,,WR,WR,,,Active,83.0,75,220,Maryland,1.0,,2024-09-17
4589,Shakir Soto,Shakir,Soto,27.0,,DE,DL,,,Active,67.0,75,290,Pittsburgh,5.0,,2024-09-17
4282,Corey Levin,Corey,Levin,30.0,TEN,G,OL,,,Active,62.0,76,307,Chattanooga,7.0,,2024-09-17
7800,Deonte Brown,Deonte,Brown,26.0,,G,"OG,OL",,,Inactive,77.0,76,335,Alabama,3.0,,2024-09-17
4530,Jonathan McLaughlin,Jonathan,McLaughlin,28.0,,OT,OL,,,Active,60.0,77,294,Virginia Tech,5.0,,2024-09-17
926,Anthony Walters,Anthony,Walters,28.0,,FS,DB,,,Inactive,37.0,"6'1""",207,Delaware,4.0,,2024-09-17
102,Josh Brown,Josh,Brown,41.0,,K,K,,,Inactive,3.0,"6'0""",202,Nebraska,17.0,,2024-09-17
7662,Richie Grant,Richie,Grant,26.0,ATL,DB,DB,SS,2.0,Active,27.0,72,204,UCF,3.0,,2024-09-17
4794,Tommy Armstrong Jr.,Tommy,Armstrong Jr.,,,QB,QB,,,Inactive,0.0,,,,,,2024-09-17
3293,Rashard Robinson,Rashard,Robinson,27.0,,CB,DB,,,Inactive,28.0,73,177,LSU,6.0,Questionable,2024-09-17
824,Jah Reid,Jah,Reid,32.0,,G,OL,,,Inactive,75.0,"6'7""",320,Central Florida,9.0,,2024-09-17
2452,Jay Ajayi,Jay,Ajayi,28.0,,RB,RB,,,Injured Reserve,0.0,72,223,Boise State,7.0,,2024-09-17
1888,Curtis Feigt,Curtis,Feigt,28.0,,OT,OL,,,Inactive,62.0,"6'6""",314,West Virginia,1.0,,2024-09-17
2907,Ben Edwards,Ben,Edwards,28.0,,WR,WR,,,Inactive,83.0,"6'0""",200,Richmond,5.0,,2024-09-17
1211,Rhett Ellison,Rhett,Ellison,33.0,,TE,TE,,,Injured Reserve,0.0,77,255,Southern California,10.0,,2024-09-17
137,Curtis Lofton,Curtis,Lofton,34.0,,LB,LB,,,Inactive,50.0,"6'0""",241,Oklahoma,12.0,,2024-09-17
2743,Duplicate Player,Duplicate,Player,32.0,,LB,LB,,,Inactive,47.0,"6'1""",233,Brigham Young,5.0,,2024-09-17
8117,Jalen Tolbert,Jalen,Tolbert,25.0,DAL,WR,WR,RWR,3.0,Active,1.0,73,195,South Alabama,2.0,,2024-09-17
5177,Aaron Davis,Aaron,Davis,27.0,,SS,DB,,,Active,0.0,73,195,Georgia,4.0,,2024-09-17
11746,Giovanni Manu,Giovanni,Manu,23.0,DET,OL,OL,OL,,Active,59.0,79,354,British Columbia (CAN),0.0,Out,2024-09-17
10921,Yaya Diaby,Yaya,Diaby,25.0,TB,DL,"DL,LB",LOLB,1.0,Active,0.0,76,270,Louisville,1.0,,2024-09-17
11657,Tyler Guyton,Tyler,Guyton,23.0,DAL,OL,OL,OL,,Active,60.0,79,322,Oklahoma,0.0,,2024-09-17
7498,Rex Sunahara,Rex,Sunahara,27.0,,LS,LS,,,Active,50.0,78,242,West Virginia,4.0,,2024-09-17
11497,Tautala Pesefea,Tautala,Pesefea,24.0,,DL,DL,,,Inactive,53.0,75,314,Arizona State,1.0,Questionable,2024-09-17
7483,Farrod Green,Farrod,Green,24.0,,TE,TE,,,Active,86.0,75,245,Mississippi State,2.0,,2024-09-17
1884,Russell Bodine,Russell,Bodine,29.0,,C,OL,,,Inactive,0.0,75,308,North Carolina,8.0,,2024-09-17
6660,Jonathan Bonner,Jonathan,Bonner,25.0,,DE,DL,,,Active,96.0,76,295,Notre Dame,3.0,,2024-09-17
4781,Malik Golden,Malik,Golden,28.0,,SS,DB,,,Active,39.0,72,205,Penn State,5.0,,2024-09-17
2533,Dezmin Lewis,Dezmin,Lewis,27.0,,WR,WR,,,Inactive,13.0,"6'4""",214,Central Arkansas,5.0,,2024-09-17
7413,John Molchon,John,Molchon,26.0,,G,OL,,,Active,75.0,77,309,Boise State,3.0,,2024-09-17
4956,Nick Dooley,Nick,Dooley,27.0,,LS,LS,,,Active,0.0,80,300,Texas-El Paso,4.0,,2024-09-17
2897,Cameron Stingily,Cameron,Stingily,26.0,,G,OL,,,Inactive,30.0,"6'1""",235,Northern Illinois,1.0,,2024-09-17
2601,Andre Davis,Andre,Davis,25.0,,WR,WR,,,Inactive,14.0,"6'0""",204,South Florida,1.0,,2024-09-17
6797,Justin Herbert,Justin,Herbert,26.0,LAC,QB,QB,QB,1.0,Active,10.0,78,236,Oregon,4.0,Questionable,2024-09-17
8091,J.T. Jones,J.T.,Jones,28.0,PIT,DE,DL,,,Active,40.0,75,245,"Miami, O.",5.0,,2024-09-17
353,Kevin Huber,Kevin,Huber,37.0,,P,P,,,Active,10.0,73,210,Cincinnati,14.0,,2024-09-17
6849,Denzel Mims,Denzel,Mims,26.0,,WR,WR,,,Active,83.0,75,207,Baylor,4.0,,2024-09-17
12438,Alex Hale,Alex,Hale,,GB,K,K,,,Active,16.0,73,203,Oklahoma State,0.0,,2024-09-17
1969,Dewey McDonald,Dewey,McDonald,30.0,,LB,"DB,LB",,,Inactive,41.0,"6'0""",229,"California, Pa.",6.0,,2024-09-17
3774,Jason Vander Laan,Jason,Vander Laan,29.0,,TE,TE,,,Inactive,86.0,75,244,Ferris State,6.0,,2024-09-17
4258,Conor McDermott,Conor,McDermott,31.0,LAR,OL,OL,OL,,Inactive,64.0,80,305,UCLA,7.0,IR,2024-09-17
1787,Phillip Supernaw,Phillip,Supernaw,30.0,,TE,TE,,,Inactive,89.0,"6'5""",248,Ouachita Baptist,8.0,,2024-09-17
2912,Joshua Stangby,Joshua,Stangby,28.0,,WR,WR,,,Inactive,14.0,"5'11""",185,Ottawa (KS),1.0,,2024-09-17
5884,Kelvin Harmon,Kelvin,Harmon,27.0,DAL,WR,WR,,,Active,84.0,74,215,North Carolina State,5.0,,2024-09-17
4120,Obi Melifonwu,Obi,Melifonwu,27.0,,DB,DB,,,Active,0.0,76,224,Connecticut,5.0,Questionable,2024-09-17
5781,Malik Turner,Malik,Turner,28.0,,WR,WR,,,Inactive,0.0,74,202,Illinois,6.0,Questionable,2024-09-17
12349,Daymond Williams,Daymond,Williams,,,DT,DL,,,Active,,75,285,Buffalo,0.0,,2024-09-17
3099,Dirk Koetter,Dirk,Koetter,,,,None,,,Inactive,0.0,,,,0.0,,2024-09-17
12014,Willie Drew,Willie,Drew,24.0,,CB,DB,,,Active,34.0,72,185,Virginia State,0.0,,2024-09-17
2183,Bene' Benwikere,Bene',Benwikere,30.0,,CB,DB,,,Inactive,0.0,72,195,San Jose State,8.0,,2024-09-17
11262,Damien Caffrey,Damien,Caffrey,,,TE,TE,,,Active,88.0,78,262,Stony Brook,1.0,,2024-09-17
5896,Tre Lamar,Tre,Lamar,24.0,,ILB,LB,,,Inactive,59.0,76,250,Clemson,3.0,,2024-09-17
6801,Tee Higgins,Tee,Higgins,25.0,CIN,WR,WR,RWR,2.0,Active,5.0,76,220,Clemson,4.0,Out,2024-09-17
2516,Cody Wichmann,Cody,Wichmann,28.0,,G,OL,,,Inactive,78.0,"6'5""",325,Fresno State,5.0,,2024-09-17
11542,LaColby Tucker,LaColby,Tucker,,,OL,OL,,,Active,74.0,81,313,Missouri Southern,0.0,,2024-09-17
11462,Jaydon Grant,Jaydon,Grant,26.0,,DB,DB,,,Active,40.0,72,190,Oregon State,1.0,,2024-09-17
4669,Andre Patton,Andre,Patton,27.0,,WR,WR,,,Active,0.0,76,200,Rutgers,5.0,,2024-09-17
6422,Ricky Walker,Ricky,Walker,25.0,,DL,DL,,,Inactive,68.0,74,284,Virginia Tech,3.0,,2024-09-17
1555,Kenny Stills,Kenny,Stills,30.0,,WR,WR,,,Active,12.0,73,202,Oklahoma,9.0,,2024-09-17
6262,Jeremiah Harris,Jeremiah,Harris,,,DE,DL,,,Inactive,0.0,77,251,Eastern Michigan,3.0,,2024-09-17
5081,Genard Avery,Genard,Avery,29.0,IND,LB,"DL,LB",,,Active,92.0,72,250,Memphis,6.0,Out,2024-09-17
12149,Gavin Hardison,Gavin,Hardison,24.0,,QB,QB,,,Active,16.0,74,206,UTEP,0.0,,2024-09-17
12436,Jamie Sheriff,Jamie,Sheriff,24.0,SEA,LB,LB,,,Active,43.0,74,265,South Alabama,0.0,,2024-09-17
1996,D.J. Tialavea,D.J.,Tialavea,29.0,,T,"OL,TE",,,Inactive,74.0,"6'4""",260,Utah State,6.0,,2024-09-17
4709,Steven Moore,Steven,Moore,28.0,,OT,OL,,,Active,70.0,78,310,California,5.0,,2024-09-17
10859,Sam LaPorta,Sam,LaPorta,23.0,DET,TE,TE,TE,1.0,Active,87.0,75,245,Iowa,1.0,,2024-09-17
6695,Alex Brown,Alex,Brown,25.0,,CB,DB,,,Active,27.0,71,170,South Carolina State,3.0,,2024-09-17
