full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
Paul Posluszny,Paul,Posluszny,35.0,,LB,LB,,,Inactive,51.0,"6'2""",232.0,Penn State,13.0,,2024-09-17
Brock Purdy,Brock,Purdy,24.0,SF,QB,QB,QB,1.0,Active,13.0,73,220.0,Iowa State,2.0,,2024-09-17
William Moore,William,Moore,35.0,,SS,DB,,,Inactive,25.0,"6'0""",221.0,Missouri,11.0,,2024-09-17
Aidan Robbins,Aidan,Robbins,23.0,,RB,RB,,,Active,49.0,74,237.0,BYU,0.0,,2024-09-17
Danny Abraham,Danny,Abraham,,,LB,LB,,,Active,,71,225.0,Villanova,0.0,,2024-09-17
Nathaniel Peat,Nathaniel,Peat,24.0,,RB,RB,,,Active,36.0,68,197.0,Missouri,0.0,,2024-09-17
Jake Luton,Jake,Luton,28.0,CAR,QB,QB,,,Inactive,2.0,78,224.0,Oregon State,4.0,Questionable,2024-09-17
Casey Sayles,Casey,Sayles,26.0,,DE,DL,,,Active,74.0,75,288.0,Ohio,5.0,,2024-09-17
Jaray Jenkins,Jaray,Jenkins,24.0,,WR,WR,,,Active,21.0,74,206.0,LSU,1.0,,2024-09-17
Kain Colter,Kain,Colter,27.0,,WR,WR,,,Inactive,16.0,"5'10""",198.0,Northwestern,1.0,,2024-09-17
Kendell Beckwith,Kendell,Beckwith,27.0,,ILB,LB,,,Inactive,0.0,74,243.0,Louisiana State,5.0,,2024-09-17
Farrington Huguenin,Farrington,Huguenin,29.0,,OLB,LB,,,Active,95.0,76,268.0,Kentucky,6.0,,2024-09-17
Shamar Stephen,Shamar,Stephen,31.0,,DT,DL,,,Active,99.0,77,310.0,Connecticut,8.0,,2024-09-17
Nick Vogel,Nick,Vogel,26.0,,K,K,,,Active,18.0,70,190.0,Alabama-Birmingham,2.0,,2024-09-17
Sam Renner,Sam,Renner,24.0,,DT,DL,,,Active,0.0,76,275.0,Minnesota,2.0,,2024-09-17
Isaiah Mack,Isaiah,Mack,28.0,,DT,DL,,,Active,97.0,73,305.0,Chattanooga,5.0,,2024-09-17
Joey Fisher,Joey,Fisher,24.0,,OL,OL,,,Active,79.0,76,296.0,Shepherd (WV),1.0,,2024-09-17
Brian Johnson,Brian,Johnson,23.0,,K,K,,,Active,16.0,73,185.0,Virginia Tech,1.0,,2024-09-17
TJ Heath,TJ,Heath,30.0,,CB,DB,,,Inactive,35.0,"6'0""",179.0,Jacksonville State - AL,2.0,,2024-09-17
Devon Wylie,Devon,Wylie,29.0,,WR,WR,,,Inactive,19.0,"5'9""",186.0,Fresno State,2.0,,2024-09-17
Willis Patrick,Willis,Patrick,24.0,,OL,OL,,,Active,66.0,76,338.0,TCU,0.0,,2024-09-17
Jacob Pugh,Jacob,Pugh,26.0,,OLB,LB,,,Active,52.0,76,240.0,Florida State,4.0,,2024-09-17
Byron Murphy,Byron,Murphy,26.0,MIN,CB,DB,NB,1.0,Active,7.0,71,185.0,Washington,5.0,,2024-09-17
Calvin Anderson,Calvin,Anderson,28.0,,T,"OL,OT",,,Inactive,76.0,77,305.0,Texas,5.0,Questionable,2024-09-17
Russell Wilson,Russell,Wilson,35.0,PIT,QB,QB,QB,2.0,Active,3.0,71,206.0,Wisconsin,12.0,Out,2024-09-17
Roger Lewis,Roger,Lewis,28.0,,WR,WR,,,Inactive,8.0,72,203.0,Bowling Green,6.0,,2024-09-17
Kashif Moore,Kashif,Moore,29.0,,WR,WR,,,Inactive,89.0,"5'9""",180.0,Connecticut,1.0,,2024-09-17
Kyle Emanuel,Kyle,Emanuel,30.0,,LB,LB,,,Inactive,56.0,75,250.0,North Dakota State,7.0,,2024-09-17
Wesley Johnson,Wesley,Johnson,31.0,,C,OL,,,Inactive,0.0,77,309.0,Vanderbilt,8.0,,2024-09-17
Terrence Franks,Terrence,Franks,,,,,,,Inactive,0.0,,,,,,2024-09-17
Gavin Lutman,Gavin,Lutman,26.0,,WR,WR,,,Inactive,19.0,"6'4""",201.0,Pittsburg State (KS),0.0,,2024-09-17
La'Damian Webb,La'Damian,Webb,,,RB,RB,,,Active,,67,210.0,South Alabama,0.0,,2024-09-17
Austin Aune,Austin,Aune,29.0,,QB,QB,,,Active,14.0,74,221.0,North Texas,1.0,,2024-09-17
Kaylon Horton,Kaylon,Horton,,,WR,WR,,,Active,,69,173.0,North Texas,0.0,,2024-09-17
Josh Mauro,Josh,Mauro,31.0,ARI,DE,DL,,,Active,96.0,78,282.0,Stanford,8.0,,2024-09-17
Cole Madison,Cole,Madison,27.0,,C,OL,,,Active,61.0,77,308.0,Washington State,4.0,Questionable,2024-09-17
Jalil Carter,Jalil,Carter,28.0,,CB,DB,,,Inactive,39.0,"6'0""",197.0,Akron,1.0,,2024-09-17
Carson Taylor,Carson,Taylor,,,DE,DL,,,Active,0.0,75,241.0,Northern Arizona,1.0,,2024-09-17
Brock Wright,Brock,Wright,25.0,DET,TE,TE,TE,2.0,Active,89.0,77,254.0,Notre Dame,3.0,,2024-09-17
Dillon Stoner,Dillon,Stoner,25.0,,WR,WR,,,Inactive,16.0,72,194.0,Oklahoma State,2.0,,2024-09-17
Donovan Olumba,Donovan,Olumba,26.0,,CB,DB,,,Active,0.0,74,205.0,Portland State,4.0,,2024-09-17
Dan Pettinato,Dan,Pettinato,26.0,,DE,DL,,,Inactive,96.0,"6'4""",283.0,Arizona,0.0,,2024-09-17
Tre Sullivan,Tre,Sullivan,27.0,,SS,DB,,,Inactive,37.0,72,200.0,Shepherd,5.0,,2024-09-17
Matt Barkley,Matt,Barkley,33.0,,QB,QB,,,Active,19.0,74,227.0,USC,11.0,,2024-09-17
David Moa,David,Moa,28.0,,DT,DL,,,Active,93.0,75,296.0,Boise State,4.0,,2024-09-17
Sataoa Laumea,Sataoa,Laumea,23.0,SEA,OL,OL,OL,,Active,63.0,76,319.0,Utah,0.0,Out,2024-09-17
Jarrod West,Jarrod,West,26.0,,WR,WR,,,Inactive,14.0,"6'2""",207.0,Syracuse,1.0,,2024-09-17
Jonathan Walton,Jonathan,Walton,27.0,,OLB,LB,,,Active,0.0,72,230.0,South Carolina,5.0,,2024-09-17
Freddie Martino,Freddie,Martino,30.0,,WR,WR,,,Inactive,16.0,72,195.0,North Greenville,8.0,,2024-09-17
Chris Pierce,Chris,Pierce,25.0,,TE,TE,,,Active,48.0,76,235.0,Vanderbilt,2.0,,2024-09-17
Dare Odeyingbo,Dare,Odeyingbo,25.0,,DE,DL,,,Active,90.0,74,282.0,Vanderbilt,3.0,,2024-09-17
Brian Hill,Brian,Hill,27.0,,RB,RB,,,Active,36.0,73,216.0,Wyoming,6.0,,2024-09-17
Swayze Bozeman,Swayze,Bozeman,25.0,KC,LB,LB,,,Active,55.0,73,224.0,Southern Miss,0.0,,2024-09-17
Rahim Moore,Rahim,Moore,30.0,,FS,DB,,,Inactive,20.0,"6'1""",195.0,UCLA,9.0,,2024-09-17
Ali Marpet,Ali,Marpet,28.0,TB,G,"OG,OL",,,Active,74.0,76,307.0,Hobart,7.0,,2024-09-17
Chad Muma,Chad,Muma,25.0,JAX,LB,LB,ROLB,1.0,Active,48.0,75,239.0,Wyoming,2.0,,2024-09-17
Holton Hill,Holton,Hill,24.0,,CB,DB,,,Active,0.0,74,196.0,Texas,4.0,,2024-09-17
Jaylen Key,Jaylen,Key,24.0,NYJ,DB,DB,,,Active,33.0,74,210.0,Alabama,0.0,,2024-09-17
Brevyn Spann-Ford,Brevyn,Spann-Ford,24.0,DAL,TE,TE,TE,3.0,Active,89.0,79,270.0,Minnesota,0.0,,2024-09-17
Paul Richardson,Paul,Richardson,29.0,,WR,WR,,,Active,10.0,72,180.0,Colorado,8.0,,2024-09-17
Antwuan Jackson,Antwuan,Jackson,25.0,,DT,DL,,,Active,69.0,74,300.0,Ohio State,1.0,,2024-09-17
Ronald Blair,Ronald,Blair,28.0,NYJ,DE,DL,,,Active,54.0,75,270.0,Appalachian State,6.0,,2024-09-17
Dashon Goldson,Dashon,Goldson,35.0,,FS,DB,,,Inactive,38.0,"6'2""",200.0,Washington,13.0,,2024-09-17
Peyton Hillis,Peyton,Hillis,35.0,,RB,RB,,,Inactive,22.0,74,250.0,Arkansas,14.0,,2024-09-17
Latavius Murray,Latavius,Murray,34.0,,RB,RB,,,Active,28.0,75,230.0,UCF,11.0,,2024-09-17
Marquan McCall,Marquan,McCall,25.0,,DL,DL,,,Active,52.0,75,345.0,Kentucky,2.0,,2024-09-17
A.J. Thomas,A.J.,Thomas,24.0,,DB,DB,,,Active,35.0,74,215.0,Western Michigan,2.0,,2024-09-17
Duplicate Player,Duplicate,Player,27.0,DEN,ILB,LB,,,Inactive,45.0,"6'2""",244.0,,1.0,,2024-09-17
Jonathan Hubbard,Jonathan,Hubbard,24.0,,OT,OL,,,Active,68.0,76,313.0,Northwestern State,2.0,Questionable,2024-09-17
Chris Highland,Chris,Highland,26.0,,LS,LS,,,Inactive,45.0,"6'2""",230.0,Illinois State,1.0,,2024-09-17
Sedrick Van Pran-Granger,Sedrick,Van Pran-Granger,22.0,BUF,OL,OL,OL,,Active,62.0,76,310.0,Georgia,0.0,,2024-09-17
Da'Norris Searcy,Da'Norris,Searcy,33.0,,SS,DB,,,Inactive,0.0,71,207.0,North Carolina,11.0,,2024-09-17
Damion Ratley,Damion,Ratley,26.0,,WR,WR,,,Active,0.0,74,200.0,Texas A&M,4.0,,2024-09-17
Patrick Chung,Patrick,Chung,34.0,,SS,DB,,,Injured Reserve,0.0,71,215.0,Oregon,13.0,,2024-09-17
Laurence Gibson,Laurence,Gibson,30.0,,OT,OL,,,Active,79.0,78,300.0,Virginia Tech,7.0,,2024-09-17
Troy Brown,Troy,Brown,24.0,,LB,LB,,,Active,46.0,73,220.0,Ole Miss,1.0,Questionable,2024-09-17
Willie Harvey,Willie,Harvey,28.0,,LB,LB,,,Active,55.0,71,230.0,Iowa State,5.0,,2024-09-17
Owen Carney,Owen,Carney,25.0,,DT,DL,,,Active,50.0,75,275.0,Illinois,3.0,,2024-09-17
Clayton Hatfield,Clayton,Hatfield,,,K,K,,,Active,0.0,70,185.0,Texas Tech,3.0,,2024-09-17
Player Invalid,Player,Invalid,,,DB,DB,,,Inactive,,,,,0.0,,2024-09-17
Ronnie Hickman,Ronnie,Hickman,22.0,CLE,DB,DB,FS,1.0,Active,33.0,73,209.0,Ohio State,1.0,,2024-09-17
Evan Deckers,Evan,Deckers,25.0,TB,LS,LS,LS,,Active,86.0,75,252.0,Duke,1.0,,2024-09-17
Chris Hubert,Chris,Hubert,28.0,,WR,WR,,,Inactive,81.0,69,155.0,Fayetteville State,6.0,,2024-09-17
Trumaine McBride,Trumaine,McBride,34.0,,CB,DB,,,Inactive,38.0,"5'9""",185.0,Mississippi,13.0,,2024-09-17
Trent Richardson,Trent,Richardson,29.0,,RB,RB,,,Inactive,33.0,"5'9""",230.0,Alabama,8.0,,2024-09-17
JJ Howland,JJ,Howland,25.0,,TE,TE,,,Active,0.0,78,255.0,Yale,2.0,,2024-09-17
Foyesade Oluokun,Foyesade,Oluokun,29.0,JAX,LB,LB,LOLB,1.0,Active,23.0,74,230.0,Yale,6.0,,2024-09-17
Jaylon White-McClain,Jaylon,White-McClain,,,DE,DL,,,Active,,76,254.0,Old Dominion,0.0,,2024-09-17
Red Bryant,Red,Bryant,36.0,,DE,DL,,,Inactive,71.0,"6'4""",323.0,Texas A&M,12.0,,2024-09-17
Dylan Leonard,Dylan,Leonard,23.0,,TE,TE,,,Active,84.0,77,240.0,Georgia Tech,0.0,Questionable,2024-09-17
Evan Williams,Evan,Williams,23.0,GB,DB,DB,SS,2.0,Active,33.0,71,200.0,Oregon,0.0,,2024-09-17
Alex Scearce,Alex,Scearce,27.0,,OLB,LB,,,Active,45.0,74,220.0,Coastal Carolina,5.0,,2024-09-17
Jashon Cornell,Jashon,Cornell,25.0,,DT,DL,,,Active,96.0,75,300.0,Ohio State,2.0,,2024-09-17
Jake Butt,Jake,Butt,26.0,,TE,TE,,,Injured Reserve,0.0,78,250.0,Michigan,5.0,,2024-09-17
Aaron Dobson,Aaron,Dobson,29.0,,WR,WR,,,Injured Reserve,83.0,"6'3""",205.0,Marshall,7.0,,2024-09-17
DeAngelo Tyson,DeAngelo,Tyson,29.0,,DT,DL,,,Inactive,94.0,"6'2""",310.0,Georgia,4.0,,2024-09-17
Akrum Wadley,Akrum,Wadley,26.0,,RB,RB,,,Active,38.0,71,195.0,Iowa,4.0,,2024-09-17
Ra'Zahn Howard,Ra'Zahn,Howard,24.0,,NT,DL,NT,3.0,Inactive,60.0,"6'4""",317.0,Purdue,0.0,,2024-09-17
T.Y. Hilton,T.Y.,Hilton,33.0,,WR,WR,,,Active,16.0,69,183.0,Florida International,11.0,,2024-09-17
LeRon McClain,LeRon,McClain,32.0,,RB,RB,,,Inactive,33.0,"6'0""",260.0,Alabama,7.0,,2024-09-17
David Williams,David,Williams,27.0,,RB,RB,,,Inactive,49.0,73,229.0,Arkansas,4.0,,2024-09-17
Trevor Roach,Trevor,Roach,26.0,,ILB,LB,,,Inactive,52.0,"6'2""",235.0,Nebraska,1.0,,2024-09-17
Nick Holley,Nick,Holley,27.0,,WR,WR,,,Active,25.0,70,200.0,Kent State,4.0,,2024-09-17
Bryce Rodgers,Bryce,Rodgers,,,DT,DL,,,Active,0.0,74,309.0,UC Davis,1.0,Questionable,2024-09-17
Terrace Marshall,Terrace,Marshall,24.0,SF,WR,WR,,,Active,84.0,74,200.0,LSU,3.0,,2024-09-17
Ryan Wendell,Ryan,Wendell,34.0,,G,OL,,,Inactive,62.0,"6'2""",300.0,Fresno State,12.0,,2024-09-17
Roman Harper,Roman,Harper,37.0,,SS,DB,,,Inactive,41.0,"6'1""",205.0,Alabama,14.0,,2024-09-17
Kamari Lassiter,Kamari,Lassiter,21.0,HOU,DB,DB,RCB,1.0,Active,4.0,72,180.0,Georgia,0.0,,2024-09-17
Aaron Brewer,Aaron,Brewer,34.0,ARI,LS,LS,LS,,Active,46.0,77,232.0,San Diego State,12.0,,2024-09-17
Duplicate Player,Duplicate,Player,30.0,,DL,DL,RDT,1.0,Inactive,97.0,"6'4""",309.0,Samford,7.0,,2024-09-17
Logan Mankins,Logan,Mankins,38.0,,G,OL,,,Inactive,70.0,"6'4""",308.0,Fresno State,15.0,,2024-09-17
Justin Zimmer,Justin,Zimmer,30.0,,DT,DL,,,Active,96.0,75,292.0,Ferris State,7.0,Questionable,2024-09-17
James Blackman,James,Blackman,24.0,,QB,QB,,,Active,16.0,78,185.0,Arkansas State,1.0,,2024-09-17
Shedrick Jackson,Shedrick,Jackson,24.0,CIN,WR,WR,,,Active,12.0,73,200.0,Auburn,1.0,,2024-09-17
Greg Manusky,Greg,Manusky,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Cam Robinson,Cam,Robinson,28.0,JAX,OL,"OL,OT",OL,,Active,74.0,78,335.0,Alabama,7.0,,2024-09-17
Dontae Johnson,Dontae,Johnson,31.0,,CB,DB,,,Inactive,27.0,74,200.0,North Carolina State,9.0,,2024-09-17
Rico Payton,Rico,Payton,24.0,NO,CB,DB,NB,2.0,Active,36.0,72,182.0,Pittsburg State,0.0,,2024-09-17
Tavien Feaster,Tavien,Feaster,24.0,ARI,RB,RB,,,Active,30.0,72,221.0,South Carolina,2.0,,2024-09-17
Dustin Woodard,Dustin,Woodard,23.0,,OL,OL,,,Injured Reserve,0.0,74,291.0,Memphis,2.0,,2024-09-17
Drake Nugent,Drake,Nugent,23.0,SF,OL,OL,,,Active,66.0,73,298.0,Michigan,0.0,,2024-09-17
Eric Patterson,Eric,Patterson,27.0,,CB,DB,,,Inactive,39.0,"5'10""",193.0,Ball State,5.0,,2024-09-17
Marcus Santos-Silva,Marcus,Santos-Silva,25.0,,TE,TE,,,Active,0.0,78,261.0,Texas Tech,1.0,,2024-09-17
Dakorey Johnson,Dakorey,Johnson,25.0,,OLB,LB,,,Inactive,43.0,"6'2""",215.0,Kansas State,0.0,,2024-09-17
Robert Woods,Robert,Woods,32.0,HOU,WR,WR,RWR,6.0,Active,2.0,72,193.0,USC,11.0,,2024-09-17
Brandon Bair,Brandon,Bair,35.0,,DE,DL,,,Inactive,93.0,"6'6""",290.0,Oregon,9.0,,2024-09-17
Franko House,Franko,House,23.0,CHI,TE,TE,,,Active,0.0,"6'6""",247.0,Ball State,1.0,,2024-09-17
Kurt Coleman,Kurt,Coleman,33.0,,FS,DB,,,Active,28.0,71,208.0,Ohio State,12.0,,2024-09-17
Dexter McCoil,Dexter,McCoil,30.0,,SS,DB,,,Inactive,14.0,76,220.0,Tulsa,6.0,,2024-09-17
Santonio Holmes,Santonio,Holmes,33.0,,WR,WR,,,Inactive,14.0,"5'11""",192.0,Ohio State,9.0,,2024-09-17
Stanley Berryhill,Stanley,Berryhill,24.0,,WR,WR,,,Active,83.0,71,190.0,Arizona,1.0,,2024-09-17
Wilson Huber,Wilson,Huber,25.0,,LB,LB,,,Active,57.0,76,241.0,Cincinnati,1.0,,2024-09-17
Chandler Catanzaro,Chandler,Catanzaro,30.0,,K,K,,,Injured Reserve,0.0,75,200.0,Clemson,8.0,,2024-09-17
Jordan McCray,Jordan,McCray,29.0,,G,OL,,,Active,60.0,74,336.0,Central Florida,8.0,,2024-09-17
Leon Hall,Leon,Hall,37.0,,CB,DB,,,Inactive,29.0,71,195.0,Michigan,15.0,,2024-09-17
Carrington Valentine,Carrington,Valentine,23.0,GB,DB,DB,LCB,2.0,Active,24.0,72,189.0,Kentucky,1.0,,2024-09-17
Scottie Phillips,Scottie,Phillips,24.0,,RB,RB,,,Active,27.0,68,209.0,Ole Miss,2.0,,2024-09-17
Jordan Thompson,Jordan,Thompson,28.0,,TE,TE,,,Inactive,82.0,"6'3""",245.0,Ohio University,1.0,,2024-09-17
Jalen Harris,Jalen,Harris,25.0,,DL,DL,,,Active,56.0,76,257.0,Arizona,1.0,,2024-09-17
Bradley McDougald,Bradley,McDougald,31.0,JAX,DB,DB,,,Active,22.0,73,215.0,Kansas,9.0,,2024-09-17
Luke Kuechly,Luke,Kuechly,30.0,,LB,LB,,,Injured Reserve,0.0,75,238.0,Boston College,10.0,,2024-09-17
Austin Fleer,Austin,Fleer,26.0,,OT,OL,,,Active,63.0,80,300.0,Colorado-Mesa,4.0,,2024-09-17
David Dean,David,Dean,28.0,,DT,DL,,,Active,79.0,73,290.0,Virginia,6.0,,2024-09-17
Will Sherman,Will,Sherman,25.0,DEN,T,"OL,OT",,,Active,78.0,76,300.0,Colorado,3.0,,2024-09-17
Trayveon Williams,Trayveon,Williams,26.0,CIN,RB,RB,RB,3.0,Active,32.0,68,210.0,Texas A&M,5.0,,2024-09-17
Deandre Reaves,Deandre,Reaves,26.0,,WR,WR,,,Inactive,88.0,"5'10""",180.0,Marshall,0.0,,2024-09-17
Mike Bercovici,Mike,Bercovici,28.0,,QB,QB,,,Active,6.0,74,210.0,Arizona State,6.0,,2024-09-17
Darius Stills,Darius,Stills,23.0,,DT,DL,,,Active,0.0,73,285.0,West Virginia,1.0,Questionable,2024-09-17
Gareon Conley,Gareon,Conley,29.0,,CB,DB,,,Active,43.0,72,195.0,Ohio State,7.0,,2024-09-17
Trevon Diggs,Trevon,Diggs,25.0,DAL,CB,DB,LCB,1.0,Active,7.0,74,195.0,Alabama,4.0,,2024-09-17
Connor Heyward,Connor,Heyward,25.0,PIT,TE,TE,TE,4.0,Active,83.0,72,230.0,Michigan State,2.0,,2024-09-17
Jarryd Hayne,Jarryd,Hayne,32.0,,RB,RB,,,Inactive,38.0,"6'2""",220.0,No College,5.0,,2024-09-17
Larry Asante,Larry,Asante,32.0,,FS,DB,,,Inactive,42.0,"6'0""",210.0,Nebraska,10.0,,2024-09-17
Brian Walker,Brian,Walker,24.0,,TE,TE,,,Active,84.0,76,233.0,Shepherd (WV),1.0,,2024-09-17
Damarea Crockett,Damarea,Crockett,25.0,,RB,RB,,,Active,33.0,71,225.0,Missouri,4.0,,2024-09-17
Andrew Tiller,Andrew,Tiller,31.0,,G,OL,,,Inactive,66.0,"6'4""",324.0,Syracuse,8.0,,2024-09-17
Dominick Sanders,Dominick,Sanders,26.0,,FS,DB,,,Active,33.0,72,200.0,Georgia,4.0,,2024-09-17
Jaylen Harrell,Jaylen,Harrell,22.0,TEN,DE,DL,ROLB,2.0,Active,92.0,76,247.0,Michigan,0.0,,2024-09-17
Destiny Vaeao,Destiny,Vaeao,27.0,,DE,DL,,,Inactive,75.0,76,299.0,Washington State,6.0,,2024-09-17
Jalen Wayne,Jalen,Wayne,25.0,,WR,WR,,,Active,86.0,74,210.0,South Alabama,1.0,,2024-09-17
Eno Benjamin,Eno,Benjamin,25.0,,RB,RB,,,Active,26.0,69,207.0,Arizona State,4.0,,2024-09-17
Bobby Richardson,Bobby,Richardson,27.0,,DT,DL,,,Inactive,73.0,"6'3""",286.0,Indiana,5.0,,2024-09-17
Ejuan Price,Ejuan,Price,28.0,,OLB,LB,,,Inactive,51.0,72,255.0,Pittsburgh,5.0,,2024-09-17
David Steinmetz,David,Steinmetz,27.0,,T,"OL,OT",,,Active,64.0,80,321.0,Purdue,4.0,,2024-09-17
Davis Tull,Davis,Tull,30.0,,OLB,LB,,,Active,58.0,75,240.0,Chattanooga,7.0,,2024-09-17
David Sharpe,David,Sharpe,28.0,HOU,T,"OL,OT",,,Active,75.0,78,343.0,Florida,7.0,,2024-09-17
P.J. Walker,P.J.,Walker,29.0,,QB,QB,,,Active,15.0,71,215.0,Temple,7.0,,2024-09-17
Rick Wagner,Rick,Wagner,32.0,,G,OL,,,Active,71.0,78,315.0,Wisconsin,9.0,,2024-09-17
Malcolm Lewis,Malcolm,Lewis,28.0,,WR,WR,,,Active,18.0,70,194.0,Miami,5.0,,2024-09-17
Alfonzo Graham,Alfonzo,Graham,23.0,,RB,RB,,,Inactive,29.0,69,180.0,Morgan State,1.0,,2024-09-17
Raven Greene,Raven,Greene,26.0,,DB,DB,,,Active,0.0,71,197.0,James Madison,4.0,Questionable,2024-09-17
Julian Howsare,Julian,Howsare,29.0,,RB,RB,,,Inactive,43.0,75,255.0,Clarion,7.0,,2024-09-17
Khaled Holmes,Khaled,Holmes,30.0,,C,OL,,,Inactive,68.0,"6'3""",309.0,Southern California,7.0,,2024-09-17
Micah Hannemann,Micah,Hannemann,27.0,,FS,DB,,,Active,35.0,72,190.0,Brigham Young,4.0,,2024-09-17
Thaddeus Moss,Thaddeus,Moss,24.0,,TE,TE,,,Active,81.0,75,240.0,LSU,2.0,,2024-09-17
Malik McDowell,Malik,McDowell,25.0,,DT,DL,,,Active,58.0,78,295.0,Michigan State,5.0,,2024-09-17
Mike Harris,Mike,Harris,31.0,,G,OL,,,Injured Reserve,79.0,"6'5""",338.0,UCLA,8.0,,2024-09-17
Gunnar Vogel,Gunnar,Vogel,23.0,,OT,OL,,,Active,0.0,78,310.0,Northwestern,1.0,,2024-09-17
John McCartan,John,McCartan,,,LB,LB,,,Active,,77,258.0,Oregon State,0.0,,2024-09-17
Chris Durant,Chris,Durant,26.0,,OT,OL,,,Active,62.0,76,310.0,William & Mary,4.0,,2024-09-17
Kenneth Walker,Kenneth,Walker,23.0,SEA,RB,RB,RB,2.0,Active,9.0,69,211.0,Michigan State,2.0,Out,2024-09-17
Andre Fluellen,Andre,Fluellen,35.0,,DT,DL,,,Inactive,96.0,"6'2""",302.0,Florida State,12.0,,2024-09-17
Bryce Thompson,Bryce,Thompson,23.0,,CB,DB,,,Active,42.0,71,190.0,Tennessee,2.0,,2024-09-17
John Greco,John,Greco,36.0,,G,OL,,,Inactive,73.0,76,318.0,Toledo,14.0,,2024-09-17
Austin Reiter,Austin,Reiter,32.0,,C,OL,,,Active,61.0,75,301.0,South Florida,9.0,,2024-09-17
E.J. Ejiya,E.J.,Ejiya,26.0,,OLB,LB,,,Active,57.0,73,235.0,North Texas,3.0,,2024-09-17
Sutton Smith,Sutton,Smith,26.0,,FB,RB,,,Active,41.0,72,235.0,Northern Illinois,3.0,,2024-09-17
Dalton Kincaid,Dalton,Kincaid,24.0,BUF,TE,TE,TE,1.0,Active,86.0,76,240.0,Utah,1.0,,2024-09-17
Donny Ventrelli,Donny,Ventrelli,,,OL,OL,,,Active,,76,300.0,North Dakota,0.0,,2024-09-17
Odell Beckham,Odell,Beckham,31.0,MIA,WR,WR,,7.0,Active,3.0,71,200.0,LSU,10.0,PUP,2024-09-17
Donell Stanley,Donell,Stanley,26.0,,C,OL,,,Active,0.0,76,320.0,South Carolina,2.0,,2024-09-17
Malcolm Rodriguez,Malcolm,Rodriguez,25.0,DET,LB,LB,MLB,2.0,Active,44.0,71,234.0,Oklahoma State,2.0,,2024-09-17
Corliss Waitman,Corliss,Waitman,29.0,PIT,P,P,P,,Active,8.0,74,210.0,South Alabama,4.0,,2024-09-17
Justin Phillips,Justin,Phillips,26.0,,LB,LB,,,Active,0.0,72,224.0,Oklahoma State,3.0,,2024-09-17
Greg Jenkins,Greg,Jenkins,27.0,,CB,DB,,,Inactive,10.0,"6'1""",208.0,Alabama State,2.0,,2024-09-17
Dante Fowler,Dante,Fowler,30.0,WAS,LB,"DL,LB",RDE,2.0,Active,6.0,75,261.0,Florida,9.0,,2024-09-17
Brandon Banks,Brandon,Banks,27.0,,DE,DL,,,Inactive,54.0,75,267.0,North Carolina-Charlotte,5.0,,2024-09-17
Damon Lloyd,Damon,Lloyd,25.0,,LB,LB,,,Active,53.0,72,235.0,Indiana (PA),2.0,,2024-09-17
Jammie Robinson,Jammie,Robinson,23.0,CAR,DB,DB,FS,2.0,Active,22.0,71,190.0,Florida State,1.0,,2024-09-17
Jacob Bobenmoyer,Jacob,Bobenmoyer,27.0,LV,LS,LS,LS,,Active,50.0,74,235.0,Northern Colorado,4.0,,2024-09-17
Collin Rahrig,Collin,Rahrig,26.0,,G,OL,,,Inactive,64.0,"6'2""",291.0,Indiana,1.0,,2024-09-17
Alden Darby,Alden,Darby,26.0,,SS,DB,,,Inactive,36.0,"5'11""",192.0,Arizona State,1.0,,2024-09-17
Gunnar Watson,Gunnar,Watson,24.0,,QB,QB,,,Active,,75,210.0,Troy,0.0,,2024-09-17
John Jiles,John,Jiles,24.0,,WR,WR,,,Active,0.0,75,205.0,West Florida,0.0,,2024-09-17
Marc Trestman,Marc,Trestman,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Jeremy Moussa,Jeremy,Moussa,,,QB,QB,,,Active,,75,225.0,Florida A&M,0.0,,2024-09-17
Kamrin Moore,Kamrin,Moore,25.0,,FS,DB,,,Inactive,29.0,71,200.0,Boston College,4.0,,2024-09-17
Chase Price,Chase,Price,25.0,,RB,RB,,,Inactive,35.0,"5'8""",200.0,San Diego State,0.0,,2024-09-17
Fred Brown,Fred,Brown,28.0,,WR,WR,,,Active,0.0,73,196.0,Mississippi State,5.0,,2024-09-17
Roy Robertson-Harris,Roy,Robertson-Harris,31.0,JAX,DE,DL,RDT,1.0,Active,95.0,77,290.0,UTEP,8.0,,2024-09-17
Alex Cook,Alex,Cook,25.0,,DB,DB,,,Active,27.0,73,196.0,Washington,1.0,,2024-09-17
Jeremy Cash,Jeremy,Cash,29.0,,OLB,LB,,,Inactive,52.0,72,230.0,Duke,6.0,,2024-09-17
Cam Grandy,Cam,Grandy,23.0,CIN,TE,TE,,,Active,85.0,77,253.0,Illinois State,0.0,,2024-09-17
Mac Hippenhammer,Mac,Hippenhammer,24.0,,WR,WR,,,Active,14.0,71,177.0,Miami (OH),1.0,,2024-09-17
Levern Jacobs,Levern,Jacobs,29.0,,WR,WR,,,Inactive,88.0,71,185.0,Maryland,5.0,,2024-09-17
Brandon Beane,Brandon,Beane,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
