full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
Jerrion Ealy,Jerrion,Ealy,23.0,,RB,RB,,,Active,39.0,68,187.0,Ole Miss,1.0,,2024-09-17
Jack Gibbens,Jack,Gibbens,25.0,TEN,LB,LB,LILB,2.0,Active,50.0,75,242.0,Minnesota,2.0,,2024-09-17
Darrell Simpson,Darrell,Simpson,25.0,,OL,OL,,,Active,78.0,78,350.0,Tulsa,0.0,,2024-09-17
Chris Watt,Chris,Watt,30.0,,C,OL,,,Inactive,65.0,"6'3""",310.0,Notre Dame,6.0,,2024-09-17
Sherman Badie,Sherman,Badie,27.0,,RB,RB,,,Active,0.0,72,205.0,Tulane,4.0,,2024-09-17
Anthony Cook,Anthony,Cook,23.0,,DB,DB,,,Active,47.0,73,188.0,Texas,1.0,,2024-09-17
Aviante Collins,Aviante,Collins,31.0,,T,"OL,OT",,,Active,74.0,76,292.0,TCU,7.0,,2024-09-17
James Vaughters,James,Vaughters,29.0,,LB,LB,,,Active,96.0,74,254.0,Stanford,7.0,,2024-09-17
Gage Cervenka,Gage,Cervenka,24.0,,OL,OL,,,Inactive,0.0,75,325.0,Clemson,1.0,,2024-09-17
Henry Ruggs,Henry,Ruggs,22.0,,WR,WR,,,Active,0.0,72,190.0,Alabama,2.0,,2024-09-17
Kenton Adeyemi,Kenton,Adeyemi,26.0,,DE,DL,LDE,3.0,Inactive,97.0,"6'4""",283.0,Connecticut,0.0,,2024-09-17
D Colquitt,D,Colquitt,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Paul Worrilow,Paul,Worrilow,31.0,,LB,LB,,,Active,40.0,72,230.0,Delaware,9.0,,2024-09-17
Josh Stewart,Josh,Stewart,24.0,,WR,WR,,,Inactive,81.0,"5'10""",178.0,Oklahoma State,2.0,,2024-09-17
Brice Butler,Brice,Butler,31.0,,WR,WR,,,Inactive,17.0,75,211.0,San Diego State,9.0,,2024-09-17
Carter Bradley,Carter,Bradley,24.0,LV,QB,QB,,,Active,14.0,75,213.0,South Alabama,0.0,,2024-09-17
Marcel Dabo,Marcel,Dabo,24.0,IND,DB,DB,,,Active,42.0,72,208.0,Stuttgart,2.0,,2024-09-17
Niles Scott,Niles,Scott,26.0,,DT,DL,,,Active,70.0,74,310.0,Frostburg State,4.0,,2024-09-17
Millard Bradford,Millard,Bradford,24.0,NO,DB,DB,,,Active,38.0,70,191.0,TCU,0.0,,2024-09-17
Brandon Myers,Brandon,Myers,35.0,,TE,TE,,,Inactive,82.0,"6'3""",256.0,Iowa,11.0,,2024-09-17
Kingsley Opara,Kingsley,Opara,27.0,,DL,DL,,,Active,60.0,75,300.0,Maryland,4.0,,2024-09-17
Marcus McWilson,Marcus,McWilson,27.0,,FS,DB,,,Active,28.0,73,215.0,Kentucky,5.0,,2024-09-17
Mazi Smith,Mazi,Smith,23.0,DAL,DL,DL,RDT,1.0,Active,58.0,75,337.0,Michigan,1.0,,2024-09-17
Tracy Howard,Tracy,Howard,27.0,,FS,DB,,,Inactive,36.0,71,192.0,Miami,6.0,,2024-09-17
Steve Nielsen,Steve,Nielsen,25.0,,OL,OL,,,Active,73.0,80,307.0,Eastern Michigan,2.0,,2024-09-17
Chauncey Manac,Chauncey,Manac,25.0,,LB,LB,,,Active,0.0,75,246.0,Louisiana,1.0,,2024-09-17
John Parker Romo,John Parker,Romo,26.0,,K,K,,,Active,96.0,71,175.0,Virginia Tech,1.0,,2024-09-17
Joey Slye,Joey,Slye,28.0,NE,K,K,K,1.0,Active,13.0,71,213.0,Virginia Tech,5.0,,2024-09-17
Oday Aboushi,Oday,Aboushi,31.0,,G,"OG,OL",,,Active,63.0,77,315.0,Virginia,10.0,,2024-09-17
Scott Daly,Scott,Daly,30.0,CHI,LS,LS,LS,,Active,46.0,73,245.0,Notre Dame,6.0,,2024-09-17
Shaun Dion Hamilton,Shaun Dion,Hamilton,26.0,,LB,LB,,,Active,50.0,72,235.0,Alabama,4.0,,2024-09-17
Lemuel Jeanpierre,Lemuel,Jeanpierre,33.0,,C,OL,,,Inactive,73.0,"6'3""",301.0,South Carolina,10.0,,2024-09-17
Samori Toure,Samori,Toure,26.0,CHI,WR,WR,,,Active,83.0,73,191.0,Nebraska,2.0,,2024-09-17
Andre Anthony,Andre,Anthony,26.0,,DE,DL,,,Active,46.0,76,251.0,LSU,1.0,,2024-09-17
Skyy Moore,Skyy,Moore,24.0,KC,WR,WR,SWR,5.0,Active,24.0,70,195.0,Western Michigan,2.0,,2024-09-17
Josh Kaddu,Josh,Kaddu,27.0,,OLB,LB,,,Inactive,51.0,"6'3""",242.0,Oregon,4.0,,2024-09-17
Donnie Baggs,Donnie,Baggs,24.0,,OLB,LB,,,Inactive,46.0,"6'1""",230.0,Texas A&M,0.0,,2024-09-17
Barrett Gouger,Barrett,Gouger,28.0,,C,OL,,,Active,61.0,76,316.0,Vanderbilt,5.0,,2024-09-17
MyCole Pruitt,MyCole,Pruitt,32.0,PIT,TE,TE,TE,2.0,Active,81.0,74,258.0,Southern Illinois,9.0,Questionable,2024-09-17
Bryan Bennett,Bryan,Bennett,25.0,,QB,QB,,,Inactive,7.0,"6'2""",211.0,Southeastern Louisiana,0.0,,2024-09-17
Cary Williams,Cary,Williams,35.0,,CB,DB,,,Inactive,40.0,"6'1""",190.0,Washburn,12.0,,2024-09-17
TyKeem Doss,TyKeem,Doss,24.0,,OG,OG,,,Active,72.0,77,380.0,Southern Miss,1.0,,2024-09-17
Germain Ifedi,Germain,Ifedi,30.0,CLE,OL,OL,,,Active,65.0,77,325.0,Texas A&M,8.0,,2024-09-17
Garett Maag,Garett,Maag,23.0,,WR,WR,,,Active,82.0,76,206.0,North Dakota State,1.0,,2024-09-17
Nolan Cockrill,Nolan,Cockrill,,,DT,DL,,,Active,0.0,75,290.0,Army,1.0,,2024-09-17
Bryce Harris,Bryce,Harris,31.0,,T,OL,,,Inactive,79.0,"6'6""",300.0,Fresno State,8.0,,2024-09-17
C.J. Coldon,C.J.,Coldon,25.0,,CB,DB,,,Active,35.0,73,180.0,Oklahoma,1.0,,2024-09-17
Javier Edwards,Javier,Edwards,25.0,,NT,DL,,,Active,78.0,75,325.0,Colorado,3.0,,2024-09-17
Spencer Rolland,Spencer,Rolland,24.0,,OL,OL,,,Active,74.0,78,306.0,North Carolina,0.0,,2024-09-17
Drake Thomas,Drake,Thomas,24.0,SEA,LB,LB,LILB,2.0,Active,42.0,71,228.0,North Carolina State,1.0,,2024-09-17
Joseph Ossai,Joseph,Ossai,24.0,CIN,DE,"DL,LB",LDE,2.0,Active,58.0,76,263.0,Texas,3.0,,2024-09-17
Marcus Rosemy-Jacksaint,Marcus,Rosemy-Jacksaint,22.0,PHI,WR,WR,,,Active,43.0,73,205.0,Georgia,0.0,,2024-09-17
Keevan Lucas,Keevan,Lucas,26.0,,WR,WR,,,Active,81.0,70,195.0,Tulsa,5.0,,2024-09-17
Courtland Sutton,Courtland,Sutton,28.0,DEN,WR,WR,LWR,1.0,Active,14.0,76,216.0,SMU,6.0,,2024-09-17
Trey Hopkins,Trey,Hopkins,29.0,,C,OL,,,Active,66.0,75,316.0,Texas,8.0,,2024-09-17
Ferrod Gardner,Ferrod,Gardner,26.0,,DB,DB,,,Active,50.0,73,220.0,Louisiana,1.0,,2024-09-17
Randall Jette,Randall,Jette,25.0,,CB,DB,,,Inactive,41.0,"5'11""",179.0,Massachusetts,0.0,,2024-09-17
Daronte Bouldin,Daronte,Bouldin,27.0,,OL,OL,,,Active,0.0,77,318.0,Mississippi,4.0,,2024-09-17
Omar Brown,Omar,Brown,23.0,GB,CB,DB,,,Active,40.0,73,205.0,Nebraska,0.0,,2024-09-17
Nolan Henderson,Nolan,Henderson,24.0,,QB,QB,,,Active,5.0,71,202.0,Delaware,1.0,,2024-09-17
Joe Fortunato,Joe,Fortunato,29.0,,LS,LS,,,Active,48.0,77,240.0,Delaware,6.0,,2024-09-17
Alfredo Gutierrez,Alfredo,Gutierrez,28.0,,OL,OL,,,Active,77.0,81,332.0,Tecnologico de Monterrey (MEX),3.0,,2024-09-17
Jalin Hyatt,Jalin,Hyatt,22.0,NYG,WR,WR,RWR,4.0,Active,13.0,72,185.0,Tennessee,1.0,,2024-09-17
Montrae Braswell,Montrae,Braswell,24.0,,CB,DB,,,Active,37.0,72,190.0,Missouri State,1.0,,2024-09-17
Marcus Applefield,Marcus,Applefield,26.0,,OT,OL,,,Active,62.0,77,308.0,Virginia,3.0,,2024-09-17
Josh Walker,Josh,Walker,30.0,,G,OL,,,Inactive,73.0,77,330.0,Middle Tennessee,8.0,,2024-09-17
V'angelo Bentley,V'angelo,Bentley,24.0,,CB,DB,,,Inactive,9.0,"5'10""",190.0,Illinois,0.0,,2024-09-17
Chris Harris,Chris,Harris,33.0,,CB,DB,,,Active,19.0,70,199.0,Kansas,12.0,,2024-09-17
Nathaniel Hackett,Nathaniel,Hackett,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Dallas Reynolds,Dallas,Reynolds,36.0,,C,OL,,,Inactive,61.0,"6'4""",320.0,Brigham Young,11.0,,2024-09-17
Aaron Beasley,Aaron,Beasley,,,LB,LB,,,Active,41.0,73,225.0,Tennessee,0.0,,2024-09-17
Kyle Juszczyk,Kyle,Juszczyk,33.0,SF,FB,RB,RB,2.0,Active,44.0,74,235.0,Harvard,11.0,,2024-09-17
Ahmad Brooks,Ahmad,Brooks,36.0,,LB,LB,,,Inactive,55.0,"6'3""",259.0,Virginia,14.0,Sus,2024-09-17
Chicago Bears,Chicago,Bears,,CHI,DEF,DEF,,,,,,,,,,2024-09-17
Charles Jones,Charles,Jones,25.0,,TE,TE,,,Inactive,85.0,76,255.0,Tulane,3.0,,2024-09-17
Kareem Are,Kareem,Are,27.0,,G,OL,,,Active,68.0,78,325.0,Florida State,5.0,,2024-09-17
Jeremy Liggins,Jeremy,Liggins,28.0,,DT,DL,,,Active,93.0,75,310.0,Mississippi,5.0,,2024-09-17
Darnell Sankey,Darnell,Sankey,27.0,,ILB,LB,,,Inactive,44.0,72,247.0,Sacramento State,6.0,,2024-09-17
Chris Rowland,Chris,Rowland,24.0,,WR,WR,,,Active,0.0,68,170.0,Tennessee State,2.0,,2024-09-17
Jaye Howard,Jaye,Howard,31.0,,DE,DL,,,Inactive,95.0,"6'3""",301.0,Florida,8.0,,2024-09-17
Phillip Thomas,Phillip,Thomas,29.0,,SS,DB,,,Inactive,43.0,"6'0""",208.0,Fresno State,3.0,,2024-09-17
Jordan Norwood,Jordan,Norwood,33.0,,WR,WR,,,Inactive,11.0,"5'11""",180.0,Penn State,11.0,,2024-09-17
JoJo Wicker,JoJo,Wicker,25.0,,DE,DL,,,Active,64.0,74,296.0,Arizona State,4.0,,2024-09-17
Trey Palmer,Trey,Palmer,23.0,TB,WR,WR,SWR,4.0,Active,10.0,73,190.0,Nebraska,1.0,,2024-09-17
De'Mard Llorens,De'Mard,Llorens,27.0,,RB,RB,,,Active,37.0,70,212.0,"Northwestern State, La.",5.0,,2024-09-17
Troymaine Pope,Troymaine,Pope,28.0,,RB,RB,,,Active,0.0,69,205.0,Jacksonville State,6.0,Questionable,2024-09-17
Mike Thornton,Mike,Thornton,25.0,,DT,DL,,,Inactive,64.0,"6'1""",290.0,Georgia,0.0,,2024-09-17
Steve Sarkisian,Steve,Sarkisian,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Brandon Williams,Brandon,Williams,32.0,,TE,TE,,,Inactive,85.0,"6'3""",260.0,Oregon,7.0,,2024-09-17
Vederian Lowe,Vederian,Lowe,25.0,NE,OT,OT,OL,,Active,59.0,77,315.0,Illinois,2.0,Questionable,2024-09-17
Cooper Helfet,Cooper,Helfet,31.0,,TE,TE,,,Inactive,83.0,"6'3""",239.0,Duke,8.0,,2024-09-17
Ray Horton,Ray,Horton,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Jody Fortson,Jody,Fortson,28.0,,TE,TE,,,Active,88.0,76,235.0,Valdosta State,5.0,,2024-09-17
Jarrod Pughsley,Jarrod,Pughsley,29.0,,G,OL,,,Inactive,63.0,"6'4""",310.0,Akron,6.0,,2024-09-17
Wendall Williams,Wendall,Williams,31.0,,WR,WR,,,Inactive,82.0,70,175.0,Cumberlands,6.0,,2024-09-17
Tremaine Edmunds,Tremaine,Edmunds,26.0,CHI,LB,LB,MLB,1.0,Active,49.0,77,250.0,Virginia Tech,6.0,,2024-09-17
Josh Black,Josh,Black,25.0,,DT,DL,,,Active,0.0,75,290.0,Syracuse,1.0,,2024-09-17
Dan Buchholz,Dan,Buchholz,25.0,,OT,OL,,,Inactive,0.0,"6'4""",301.0,Duquesne,0.0,,2024-09-17
Derek Wright,Derek,Wright,25.0,,WR,WR,,,Active,83.0,73,195.0,Utah State,2.0,Questionable,2024-09-17
William Barnes,William,Barnes,,,T,,,,Active,,76,320.0,North Carolina,0.0,,2024-09-17
Noah Elliss,Noah,Elliss,25.0,,DT,DL,,,Active,61.0,76,346.0,Idaho,2.0,,2024-09-17
John Ridgeway,John,Ridgeway,25.0,NO,DL,DL,RDT,3.0,Active,95.0,77,321.0,Arkansas,2.0,,2024-09-17
Payton Wilson,Payton,Wilson,24.0,PIT,LB,LB,RILB,2.0,Active,41.0,76,242.0,North Carolina State,0.0,,2024-09-17
Jayron Kearse,Jayron,Kearse,30.0,,DB,DB,,,Active,1.0,76,215.0,Clemson,8.0,,2024-09-17
Erik Harris,Erik,Harris,34.0,,DB,"DB,LB",,,Active,35.0,74,225.0,California (PA),8.0,,2024-09-17
Vonta Leach,Vonta,Leach,35.0,,RB,RB,,,Inactive,44.0,"6'0""",255.0,East Carolina,9.0,,2024-09-17
Doran Grant,Doran,Grant,27.0,,CB,DB,,,Inactive,35.0,"5'10""",200.0,Ohio State,5.0,,2024-09-17
Shareece Wright,Shareece,Wright,34.0,,CB,DB,,,Inactive,43.0,71,184.0,Southern California,11.0,,2024-09-17
Josh Myers,Josh,Myers,26.0,GB,OL,OL,OL,,Active,71.0,77,310.0,Ohio State,3.0,,2024-09-17
Caleb Sanders,Caleb,Sanders,,,DT,DL,,,Active,67.0,73,270.0,South Dakota State,1.0,,2024-09-17
Zonovan Knight,Zonovan,Knight,23.0,,RB,RB,,,Active,27.0,71,209.0,North Carolina State,2.0,,2024-09-17
Tramel Walthour,Tramel,Walthour,24.0,,DL,DL,,,Active,94.0,75,283.0,Georgia,0.0,,2024-09-17
Troy Hill,Troy,Hill,33.0,CAR,CB,DB,NB,1.0,Active,13.0,70,182.0,Oregon,9.0,,2024-09-17
Chuba Hubbard,Chuba,Hubbard,25.0,CAR,RB,RB,RB,1.0,Active,30.0,73,210.0,Oklahoma State,3.0,,2024-09-17
Billy Winn,Billy,Winn,32.0,,DT,DL,,,Inactive,93.0,76,300.0,Boise State,10.0,,2024-09-17
Cory Helms,Cory,Helms,27.0,,G,OL,,,Active,69.0,76,309.0,South Carolina,4.0,,2024-09-17
DJ Smith,DJ,Smith,28.0,,K,K,,,Inactive,52.0,"5'11""",239.0,Appalachian State,3.0,,2024-09-17
Danny Etling,Danny,Etling,29.0,,QB,QB,,,Active,19.0,75,220.0,LSU,5.0,,2024-09-17
Shahid Khan,Shahid,Khan,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Menelik Watson,Menelik,Watson,33.0,,G,OL,,,Inactive,75.0,77,315.0,Florida State,9.0,,2024-09-17
Trindon Holliday,Trindon,Holliday,31.0,,WR,WR,,,Inactive,15.0,"5'5""",159.0,LSU,6.0,,2024-09-17
Chris Givens,Chris,Givens,30.0,,WR,WR,,,Inactive,19.0,"6'0""",203.0,Wake Forest,8.0,,2024-09-17
Kayode Awosika,Kayode,Awosika,25.0,DET,OL,"OG,OL",OL,,Active,74.0,75,322.0,Buffalo,3.0,,2024-09-17
Tre Herndon,Tre,Herndon,28.0,,CB,DB,,,Active,23.0,71,185.0,Vanderbilt,6.0,,2024-09-17
Jerod Evans,Jerod,Evans,27.0,,QB,QB,,,Active,0.0,75,238.0,Virginia Tech,5.0,,2024-09-17
Corey Bullock,Corey,Bullock,22.0,BAL,OL,OL,,,Active,67.0,75,314.0,Maryland,0.0,,2024-09-17
Pat Shurmur,Pat,Shurmur,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Calvin Pace,Calvin,Pace,39.0,,LB,LB,,,Inactive,97.0,"6'4""",265.0,Wake Forest,17.0,,2024-09-17
Kendrick Green,Kendrick,Green,25.0,HOU,C,"OG,OL",OL,,Active,53.0,75,310.0,Illinois,3.0,,2024-09-17
Jason Croom,Jason,Croom,28.0,,TE,TE,,,Active,81.0,77,246.0,Tennessee,5.0,,2024-09-17
A.Q. Shipley,A.Q.,Shipley,35.0,,C,OL,,,Inactive,62.0,73,307.0,Penn State,13.0,Questionable,2024-09-17
DeSean Smith,DeSean,Smith,27.0,,TE,TE,,,Active,0.0,77,249.0,Louisiana State,5.0,,2024-09-17
Quartney Davis,Quartney,Davis,24.0,,WR,WR,,,Active,5.0,73,200.0,Texas A&M,2.0,Questionable,2024-09-17
Zedrick Woods,Zedrick,Woods,24.0,,FS,DB,,,Active,0.0,71,203.0,Mississippi,3.0,,2024-09-17
Aron Johnson,Aron,Johnson,,,OL,OL,,,Active,76.0,77,305.0,South Dakota State,0.0,,2024-09-17
Ian Seau,Ian,Seau,29.0,,DE,"DL,LB",,,Active,91.0,75,250.0,Nevada,6.0,,2024-09-17
Trey Vaval,Trey,Vaval,24.0,,CB,DB,,,Active,42.0,72,170.0,Minnesota State,0.0,,2024-09-17
Chris Gragg,Chris,Gragg,30.0,,TE,TE,,,Inactive,87.0,"6'3""",244.0,Arkansas,7.0,,2024-09-17
Princeton Fant,Princeton,Fant,25.0,DAL,TE,TE,,,Active,85.0,74,235.0,Tennessee,1.0,,2024-09-17
Tony Jefferson,Tony,Jefferson,32.0,LAC,DB,DB,,,Active,23.0,71,212.0,Oklahoma,11.0,,2024-09-17
Winston Chapman,Winston,Chapman,29.0,,LS,LS,,,Active,43.0,74,240.0,Mississippi State,5.0,,2024-09-17
LaQuvionte Gonzalez,LaQuvionte,Gonzalez,28.0,,WR,WR,,,Active,0.0,71,175.0,"Southeastern, Fla.",4.0,,2024-09-17
Turner Bernard,Turner,Bernard,23.0,,LS,LS,,,Active,60.0,73,230.0,San Diego State,1.0,,2024-09-17
Abraham Wallace,Abraham,Wallace,25.0,,FS,DB,,,Active,35.0,71,190.0,West Alabama,3.0,,2024-09-17
Dashaun Phillips,Dashaun,Phillips,29.0,,CB,DB,,,Inactive,35.0,"5'11""",186.0,Tarleton State,6.0,,2024-09-17
Austin Ajiake,Austin,Ajiake,24.0,IND,LB,LB,,,Active,58.0,73,223.0,UNLV,1.0,,2024-09-17
Jaydon Mickens,Jaydon,Mickens,30.0,,WR,WR,,,Active,17.0,70,174.0,Washington,8.0,,2024-09-17
Dru Samia,Dru,Samia,24.0,,OL,"OG,OL",,,Active,67.0,77,308.0,Oklahoma,3.0,,2024-09-17
Devaughn Vele,Devaughn,Vele,26.0,DEN,WR,WR,SWR,3.0,Active,17.0,77,210.0,Utah,0.0,Out,2024-09-17
Jocquel Skinner,Jocquel,Skinner,29.0,,S,DB,,,Inactive,47.0,"6'1""",182.0,Bethel (TN),1.0,,2024-09-17
Jordan Ferguson,Jordan,Ferguson,24.0,,DE,DL,,,Active,42.0,73,269.0,Middle Tennessee,1.0,,2024-09-17
Kendrick Lewis,Kendrick,Lewis,33.0,,FS,DB,,,Inactive,28.0,72,198.0,Mississippi,12.0,,2024-09-17
Amon Simon,Amon,Simon,,,T,,,,Active,61.0,77,303.0,Texas A&M-Commerce,0.0,,2024-09-17
Byron Jones,Byron,Jones,30.0,,CB,DB,,,Active,24.0,73,194.0,UConn,8.0,Questionable,2024-09-17
LeGarrette Blount,LeGarrette,Blount,35.0,,RB,RB,,,Injured Reserve,0.0,72,250.0,Oregon,12.0,,2024-09-17
Timothy Wright,Timothy,Wright,30.0,,TE,TE,,,Inactive,81.0,"6'4""",220.0,Rutgers,7.0,,2024-09-17
Keaton Sutherland,Keaton,Sutherland,27.0,,G,"OG,OL",,,Active,78.0,77,316.0,Texas A&M,5.0,,2024-09-17
Miles Shuler,Miles,Shuler,24.0,,WR,WR,,,Inactive,12.0,"5'10""",180.0,Northwestern,0.0,,2024-09-17
Reddy Steward,Reddy,Steward,23.0,CHI,CB,DB,,,Active,27.0,71,178.0,Troy,0.0,,2024-09-17
Mark Milton,Mark,Milton,24.0,,CB,DB,,,Active,37.0,74,191.0,Baylor,1.0,,2024-09-17
Daniel Marx,Daniel,Marx,26.0,,FB,RB,,,Active,0.0,74,255.0,Stanford,4.0,,2024-09-17
Tom Flacco,Tom,Flacco,25.0,,QB,QB,,,Inactive,,"6'1""",205.0,Towson,0.0,,2024-09-17
Ezekiel Bigger,Ezekiel,Bigger,29.0,,OLB,LB,,,Active,56.0,74,216.0,East Carolina,5.0,,2024-09-17
Ross Scheuerman,Ross,Scheuerman,24.0,,RB,RB,,,Inactive,48.0,"5'11""",201.0,Lafayette,0.0,,2024-09-17
Raheem Layne,Raheem,Layne,25.0,NYG,DB,DB,,,Active,21.0,71,192.0,Indiana,2.0,,2024-09-17
Joshua Karty,Joshua,Karty,22.0,LAR,K,K,K,1.0,Active,16.0,74,207.0,Stanford,0.0,Questionable,2024-09-17
Quincy Adeboyejo,Quincy,Adeboyejo,26.0,,WR,WR,,,Inactive,19.0,75,200.0,Mississippi,5.0,,2024-09-17
Quron Pratt,Quron,Pratt,26.0,,WR,WR,,,Inactive,10.0,"5'11""",195.0,Rutgers,1.0,,2024-09-17
Austin Calitro,Austin,Calitro,29.0,,LB,LB,,,Active,53.0,72,240.0,Villanova,6.0,,2024-09-17
Josh Pearson,Josh,Pearson,24.0,,WR,WR,,,Active,89.0,76,205.0,Jacksonville State,2.0,,2024-09-17
Ray Lawry,Ray,Lawry,25.0,,RB,RB,,,Active,38.0,70,203.0,Old Dominion,4.0,,2024-09-17
Jordan Murray,Jordan,Murray,24.0,ARI,TE,TE,,,Active,48.0,77,240.0,Hawai'i,1.0,,2024-09-17
Bear Pascoe,Bear,Pascoe,34.0,,TE,TE,,,Inactive,83.0,"6'5""",265.0,Fresno State,11.0,,2024-09-17
Bradlee Anae,Bradlee,Anae,26.0,,DE,DL,,,Active,47.0,76,260.0,Utah,4.0,,2024-09-17
Omarius Bryant,Omarius,Bryant,27.0,,NT,DL,,,Active,94.0,75,315.0,Western Kentucky,5.0,,2024-09-17
Aaron Crawford,Aaron,Crawford,25.0,,DT,DL,,,Active,99.0,73,319.0,North Carolina,3.0,,2024-09-17
Keith Kelsey,Keith,Kelsey,26.0,,ILB,LB,,,Active,55.0,73,236.0,Louisville,5.0,,2024-09-17
Chris Moore,Chris,Moore,,,DB,DB,,,Active,0.0,73,216.0,Georgia State,1.0,,2024-09-17
Markese Stepp,Markese,Stepp,24.0,,RB,RB,,,Inactive,31.0,73,225.0,Western Kentucky,0.0,Questionable,2024-09-17
Trevor Bates,Trevor,Bates,28.0,,ILB,LB,,,Inactive,53.0,74,250.0,Maine,6.0,,2024-09-17
LaDarius Henderson,LaDarius,Henderson,22.0,HOU,OL,OL,OL,,Active,77.0,76,309.0,Michigan,0.0,PUP,2024-09-17
Jake Roh,Jake,Roh,27.0,,TE,TE,,,Active,0.0,75,227.0,Boise State,4.0,,2024-09-17
Bob Quinn,Bob,Quinn,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Sam Tecklenburg,Sam,Tecklenburg,26.0,,C,OL,,,Active,68.0,76,310.0,Baylor,3.0,,2024-09-17
Isaiah Johnson,Isaiah,Johnson,29.0,,FS,DB,,,Inactive,0.0,73,210.0,Georgia Tech,7.0,,2024-09-17
Maurice Jones-Drew,Maurice,Jones-Drew,32.0,,RB,RB,,,Inactive,21.0,"5'7""",208.0,UCLA,9.0,,2024-09-17
Miles Austin,Miles,Austin,36.0,,WR,WR,,,Inactive,19.0,"6'2""",215.0,"Monmouth, N.J.",14.0,,2024-09-17
Jayden Price,Jayden,Price,24.0,,CB,DB,,,Active,36.0,72,184.0,North Dakota State,0.0,,2024-09-17
Andy Levitre,Andy,Levitre,35.0,,G,OL,,,Injured Reserve,0.0,74,303.0,Oregon State,13.0,,2024-09-17
Prince Smith,Prince,Smith,24.0,,DB,DB,,,Active,0.0,70,185.0,New Hampshire,2.0,,2024-09-17
Jimmy Pruitt,Jimmy,Pruitt,26.0,,CB,DB,,,Inactive,43.0,"5'11""",197.0,San Jose State,0.0,,2024-09-17
Brandon Person,Brandon,Person,26.0,,SS,DB,,,Inactive,45.0,"6'1""",185.0,,2.0,,2024-09-17
Justin Reid,Justin,Reid,27.0,KC,DB,DB,SS,1.0,Active,20.0,73,207.0,Stanford,6.0,,2024-09-17
Mike Rose,Mike,Rose,26.0,,DE,DL,,,Inactive,99.0,"6'3""",281.0,North Carolina State,0.0,,2024-09-17
Jimmy Williams,Jimmy,Williams,26.0,,WR,WR,,,Active,0.0,71,198.0,East Carolina,4.0,,2024-09-17
Don Chapman,Don,Chapman,,,DB,DB,,,Active,,73,200.0,North Carolina,0.0,,2024-09-17
Thomas Howard,Thomas,Howard,34.0,,K,K,,,Inactive,51.0,"6'3""",240.0,Texas-El Paso,8.0,,2024-09-17
George Godsey,George,Godsey,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Kolby Listenbee,Kolby,Listenbee,27.0,,WR,WR,,,Inactive,18.0,73,183.0,Texas Christian,6.0,,2024-09-17
Ed Eagan,Ed,Eagan,28.0,,WR,WR,,,Inactive,84.0,70,193.0,"Northwestern State, La.",6.0,,2024-09-17
Gerri Green,Gerri,Green,27.0,,DE,"DL,LB",,,Active,98.0,76,248.0,Mississippi State,4.0,,2024-09-17
Keith Ford,Keith,Ford,27.0,,RB,RB,,,Inactive,27.0,70,219.0,Texas A&M,4.0,,2024-09-17
Harrison Bryant,Harrison,Bryant,26.0,LV,TE,TE,TE,3.0,Active,84.0,77,230.0,Florida Atlantic,4.0,,2024-09-17
Markus Jones,Markus,Jones,26.0,,OLB,LB,,,Active,59.0,75,249.0,Angelo State,3.0,,2024-09-17
J.R. Tavai,J.R.,Tavai,26.0,,LB,LB,,,Inactive,41.0,"6'2""",249.0,Southern California,5.0,,2024-09-17
Kevin Zeitler,Kevin,Zeitler,34.0,DET,OG,"OG,OL",OL,,Active,71.0,76,332.0,Wisconsin,12.0,,2024-09-17
AJ Parker,AJ,Parker,26.0,,CB,DB,,,Active,37.0,71,178.0,Kansas State,3.0,,2024-09-17
Darius White,Darius,White,24.0,,CB,DB,,,Inactive,37.0,"6'1""",180.0,California,0.0,,2024-09-17
Anfernee Orji,Anfernee,Orji,23.0,NO,LB,LB,ROLB,2.0,Active,58.0,74,230.0,Vanderbilt,1.0,,2024-09-17
Myles Jack,Myles,Jack,28.0,,LB,LB,,,Active,16.0,73,255.0,UCLA,8.0,,2024-09-17
Ray-Ray McCloud,Ray-Ray,McCloud,27.0,ATL,WR,WR,SWR,3.0,Active,34.0,69,190.0,Clemson,6.0,,2024-09-17
Tristan Vizcaino,Tristan,Vizcaino,27.0,,K,K,,,Active,16.0,74,205.0,Washington,4.0,,2024-09-17
Alstevis Squirewell,Alstevis,Squirewell,26.0,,RB,RB,,,Inactive,40.0,"6'1""",260.0,Newberry,0.0,,2024-09-17
Derrick Dillon,Derrick,Dillon,26.0,,WR,WR,,,Active,80.0,71,185.0,LSU,2.0,,2024-09-17
Kareem Hunt,Kareem,Hunt,29.0,KC,RB,RB,,,Active,27.0,71,216.0,Toledo,7.0,,2024-09-17
Derrick Nelson,Derrick,Nelson,27.0,,C,OL,,,Active,62.0,75,295.0,Rutgers,5.0,,2024-09-17
